베이스라인명: LaMMA-P,Task,FloorPlan,실험 날짜,Success Rate,Coverage,Transport Rate,Exec,Balance,Step,Makespan,Makespan(time),Token(total),Token(input),1열,Token(output),로봇 수 / 피드백 루프 허용 수,실패 원인,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,1_slice_bread_lettuce_tomato_egg,FloorPlan5,0.5,0.5,30,30,12.936,0,0.5,0,0.933,0,0.5,4,4,NavigateTo(Bread_1)|NavigateTo(Lettuce_1)|SliceObject(Bread_1)|SliceObject(Lettuce_1),NavigateTo(Egg_1)|NavigateTo(Tomato_1)|SliceObject(Egg_1)|SliceObject(Tomato_1),step_timeout:30,,,,,,,,,,,,,,,,,
SmartLLM,execute,1_turn_off_faucet_light,FloorPlan1,0.5,0.5,14,14,17.603,0,0.5,0,1,0,0.5,2,2,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,1_wash_bowl_mug_pot_pan,FloorPlan1,0,0,30,30,11.97,0,0,0,1,0,0,0,8,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,2_put_all_creditcards_remotecontrols_box,FloorPlan201,0.333,0,40,40,11.981,0,0,0,0.9,0,0.333,0,8,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,2_put_all_tomatoes_potatoes_fridge,FloorPlan1,0.333,0.1,40,40,14.432,0,0.1,0,0.95,0,0.333,1,9,PickupObject(Tomato),"CloseObject(Fridge)|NavigateTo(Fridge, Potato)|NavigateTo(Fridge, Tomato)|NavigateTo(Potato)|NavigateTo(Tomato)|OpenObject(Fridge)|PickupObject(Potato)|PutObject(Fridge, Potato)|PutObject(Fridge, Tomato)",step_timeout:40,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,3_put_all_groceries_fridge,FloorPlan1,0,0,50,50,16.316,0,0,0.889,1,0,0,0,22,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,3_clear_table_to_sofa,FloorPlan201,0.2,0,40,40,14.854,0,0,0,1,0,0.2,0,12,,"NavigateTo(Book_1)|NavigateTo(Bowl_1)|NavigateTo(Laptop_1)|NavigateTo(Sofa, Book)|NavigateTo(Sofa, Bowl)|NavigateTo(Sofa, Laptop)|PickUpObject(Book_1)|PickUpObject(Bowl_1)|PickUpObject(Laptop_1)|PutObject(Sofa, Book)|PutObject(Sofa, Bowl)|PutObject(Sofa, Laptop)",step_timeout:40,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,3_put_all_groceries_fridge,FloorPlan1,0,0,40,40,15.744,0,0,0,1,0,0,0,22,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,3_put_all_shakers_fridge,FloorPlan1,0,0,40,40,14.9,0,0,0,1,0,0,0,10,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,4_clear_table_kitchen,FloorPlan4,0,0,40,40,17.373,0,0,0,0.975,0,0,0,25,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,4_clear_couch_livingroom,FloorPlan201,0,0,40,40,16.811,0,0,0,1,0,0,0,22,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute,4_make_livingroom_dark,FloorPlan201,0,0,0,0,14.387,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
SmartLLM,execute_step_timeout,4_slice_all_sliceable,FloorPlan1,0.5,0.5,40,40,14.343,0,0.5,0.733,0.975,0,0.5,6,6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method,mode,task_folder,scene,coverage,transport_rate,steps,makespan,wall_makespan_s,finished,subtask_sr,balance,exec_rate,sr,gcr,completed_count,missing_count,completed_items,missing_items,dropped_subtasks,pq_total_replans,pq_successful_replans,pq,planning_tokens_total,planning_tokens_prompt,planning_tokens_output,replan_tokens_total,replan_tokens_prompt,replan_tokens_output,total_tokens,total_tokens_prompt,total_tokens_output,initial_planning_time_s,replan_planning_time_s,all_planning_time_s,execution_time_s,total_time_s
베이스라인명: PDL_central,feedback,1_put_bread_lettuce_tomato_fridge,FloorPlan1,1,1,14,6,69.284,1,1,0.5,1,1,1,14,0,"CloseObject(Fridge_1)|NavigateTo(Bread_1)|NavigateTo(Fridge_1, Bread_1)|NavigateTo(Fridge_1, Lettuce_1)|NavigateTo(Fridge_1, Tomato_1)|NavigateTo(Lettuce_1)|NavigateTo(Tomato_1)|OpenObject(Fridge_1)|PickupObject(Bread_1)|PickupObject(Lettuce_1)|PickupObject(Tomato_1)|PutObject(Fridge_1, Bread_1)|PutObject(Fridge_1, Lettuce_1)|PutObject(Fridge_1, Tomato_1)",,,0,0,0,0,0,0,2035,1637,398,2035,1637,398,0.001,0,0.001,73.886,73.887
PDL_central,feedback,1_put_computer_book_remotecontrol_sofa,FloorPlan201,1,1,12,4,63.636,1,1,1,1,1,1,12,0,"NavigateTo(Book_1)|NavigateTo(Laptop_1)|NavigateTo(RemoteControl_1)|NavigateTo(Sofa_1, Book_1)|NavigateTo(Sofa_1, Laptop_1)|NavigateTo(Sofa_1, RemoteControl_1)|PickObject(Book_1)|PickObject(Laptop_1)|PickObject(RemoteControl_1)|PutObject(Sofa_1, Book_1)|PutObject(Sofa_1, Laptop_1)|PutObject(Sofa_1, RemoteControl_1)",,,0,0,0,0,0,0,1796,1564,232,1796,1564,232,0.001,0,0.001,68.034,68.036
PDL_central,feedback,1_put_knife_bowl_mug_countertop,FloorPlan1,1,1,12,4,29.185,1,1,1,1,1,1,12,0,"NavigateTo(Bowl_1)|NavigateTo(ButterKnife_1)|NavigateTo(CounterTop_1, ButterKnife_1)|NavigateTo(CounterTop_2, Bowl_1)|NavigateTo(CounterTop_3, Mug_1)|NavigateTo(Mug_1)|PickupObject(Bowl_1)|PickupObject(ButterKnife_1)|PickupObject(Mug_1)|PutObject(CounterTop_1, ButterKnife_1)|PutObject(CounterTop_2, Bowl_1)|PutObject(CounterTop_3, Mug_1)",,,0,0,0,0,0,0,1799,1567,232,1799,1567,232,0.001,0,0.001,33.705,33.706
PDL_central,feedback,1_put_plate_mug_bowl_fridge,FloorPlan1,1,0.643,13,4,224.074,0,0.643,1,0.692,0,1,9,5,"NavigateTo(Bowl_1)|NavigateTo(Fridge_1, Bowl_1)|NavigateTo(Fridge_1, Mug_1)|NavigateTo(Fridge_1, Plate_1)|NavigateTo(Mug_1)|NavigateTo(Plate_1)|PickupObject(Bowl_1)|PickupObject(Mug_1)|PickupObject(Plate_1)","CloseObject(Fridge_1)|OpenObject(Fridge_1)|PutObject(Fridge, Bowl)|PutObject(Fridge, Mug)|PutObject(Fridge, Plate)",,3,3,1,0,0,0,135448,130861,4587,135448,130861,4587,0.001,58.917,58.919,169.795,228.714
PDL_central,feedback,1_put_remotecontrol_keys_watch_box,FloorPlan201,1,1,14,6,52.762,1,1,0.5,1,1,1,12,0,"NavigateTo(Box_1, KeyChain_1)|NavigateTo(Box_1, RemoteControl_1)|NavigateTo(Box_1, Watch_1)|NavigateTo(KeyChain_1)|NavigateTo(RemoteControl_1)|NavigateTo(Watch_1)|PickupObject(KeyChain_1)|PickupObject(RemoteControl_1)|PickupObject(Watch_1)|PutObject(Box_1, KeyChain_1)|PutObject(Box_1, RemoteControl_1)|PutObject(Box_1, Watch_1)",,,0,0,0,0,0,0,2018,1614,404,2018,1614,404,0.001,0,0.001,57.779,57.78
PDL_central,feedback,1_put_vase_tissuebox_remotecontrol_table,FloorPlan201,1,1,12,8,64.722,1,1,1,1,1,1,6,0,NavigateTo(RemoteControl_1)|NavigateTo(TissueBox_1)|NavigateTo(Vase_1)|PickupObject(RemoteControl_1)|PickupObject(TissueBox_1)|PickupObject(Vase_1),,,0,0,0,0,0,0,1850,1584,266,1850,1584,266,0.001,0,0.001,69.237,69.238
PDL_central,feedback,1_slice_bread_lettuce_tomato_egg,FloorPlan1,1,1,14,10,112.522,1,1,0.2,1,1,1,8,0,NavigateTo(Bread_1)|NavigateTo(Egg_1)|NavigateTo(Lettuce_1)|NavigateTo(Tomato_1)|SliceObject(Bread_1)|SliceObject(Egg_1)|SliceObject(Lettuce_1)|SliceObject(Tomato_1),,,0,0,0,0,0,0,1869,1590,279,1869,1590,279,0.001,0,0.001,117.537,117.539
PDL_central,feedback,1_turn_off_faucet_light,FloorPlan1,1,1,4,2,14.248,1,1,0,1,1,1,4,0,NavigateTo(Faucet_1)|NavigateTo(LightSwitch_1)|ToggleObjectOff(Faucet_1)|ToggleObjectOff(LightSwitch_1),,,0,0,0,0,0,0,1565,1426,139,1565,1426,139,0.001,0,0.001,18.534,18.535
PDL_central,feedback,1_wash_bowl_mug_pot_pan,FloorPlan1,0.25,0.25,11,8,45.939,0,0.25,0,0.909,0,0.25,2,6,CleanObject(Pot_1)|NavigateTo(Pot_1),CleanObject(Bowl_1)|CleanObject(Mug_1)|CleanObject(Pan_1)|NavigateTo(Bowl_1)|NavigateTo(Mug_1)|NavigateTo(Pan_1),,1,1,1,0,0,0,66972,64284,2688,66972,64284,2688,0.001,28.154,28.156,22.114,50.27
PDL_central,feedback,2_open_all_drawers,FloorPlan1,1,1,18,6,167.731,1,1,1,1,1,1,18,0,NavigateTo(Drawer_1)|NavigateTo(Drawer_2)|NavigateTo(Drawer_3)|NavigateTo(Drawer_4)|NavigateTo(Drawer_5)|NavigateTo(Drawer_6)|NavigateTo(Drawer_7)|NavigateTo(Drawer_8)|NavigateTo(Drawer_9)|OpenObject(Drawer_1)|OpenObject(Drawer_2)|OpenObject(Drawer_3)|OpenObject(Drawer_4)|OpenObject(Drawer_5)|OpenObject(Drawer_6)|OpenObject(Drawer_7)|OpenObject(Drawer_8)|OpenObject(Drawer_9),,,0,0,0,0,0,0,2130,1734,396,2130,1734,396,0.002,0,0.002,172.372,172.374
PDL_central,feedback,2_close_all_cabinets,FloorPlan1,1,1,18,6,228.138,1,1,1,1,1,1,18,0,CloseObject(Cabinet_1)|CloseObject(Cabinet_2)|CloseObject(Cabinet_3)|CloseObject(Cabinet_4)|CloseObject(Cabinet_5)|CloseObject(Cabinet_6)|CloseObject(Cabinet_7)|CloseObject(Cabinet_8)|CloseObject(Cabinet_9)|NavigateTo(Cabinet_1)|NavigateTo(Cabinet_2)|NavigateTo(Cabinet_3)|NavigateTo(Cabinet_4)|NavigateTo(Cabinet_5)|NavigateTo(Cabinet_6)|NavigateTo(Cabinet_7)|NavigateTo(Cabinet_8)|NavigateTo(Cabinet_9),,,0,0,0,0,0,0,2139,1743,396,2139,1743,396,0.002,0,0.002,232.793,232.795
PDL_central,feedback,2_turn_on_all_stove_knobs,FloorPlan1,1,1,8,4,40.75,1,1,0.5,1,1,1,8,0,NavigateTo(StoveKnob_1)|NavigateTo(StoveKnob_2)|NavigateTo(StoveKnob_3)|NavigateTo(StoveKnob_4)|ToggleObjectOn(StoveKnob_1)|ToggleObjectOn(StoveKnob_2)|ToggleObjectOn(StoveKnob_3)|ToggleObjectOn(StoveKnob_4),,,0,0,0,0,0,0,1769,1553,216,1769,1553,216,0.001,0,0.001,45.038,45.039
PDL_central,feedback,2_put_all_vases_countertop,FloorPlan1,1,1,8,4,24.433,1,0.8,0,1,1,1,4,1,"NavigateTo(CounterTop, Vase)|NavigateTo(Vase)|PickupObject(Vase)|PutObject(Countertop, Vase)","PutObject(CounterTop, Vase)",,0,0,0,0,0,0,1697,1494,203,1697,1494,203,0.001,0,0.001,28.668,28.669
PDL_central,feedback,2_put_all_tomatoes_potatoes_fridge,FloorPlan1,1,1,12,12,42.749,1,1,0,1,1,1,10,0,"CloseObject(Fridge)|NavigateTo(Fridge, Potato)|NavigateTo(Fridge, Tomato)|NavigateTo(Potato)|NavigateTo(Tomato)|OpenObject(Fridge)|PickupObject(Potato)|PickupObject(Tomato)|PutObject(Fridge, Potato)|PutObject(Fridge, Tomato)",,,0,0,0,0,0,0,2025,1535,490,2025,1535,490,0.001,0,0.001,47.008,47.009
PDL_central,feedback,2_put_all_creditcards_remotecontrols_box,FloorPlan201,1,1,12,12,61.106,1,1,0,1,1,1,8,0,"NavigateTo(Box, CreditCard)|NavigateTo(Box, RemoteControl)|NavigateTo(CreditCard)|NavigateTo(RemoteControl)|PickupObject(CreditCard)|PickupObject(RemoteControl)|PutObject(Box, CreditCard)|PutObject(Box, RemoteControl)",,,0,0,0,0,0,0,1829,1536,293,1829,1536,293,0.001,0,0.001,65.256,65.258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDL_central,feedback,3_put_all_groceries_fridge,FloorPlan1,0.833,0.818,22,12,211.468,0,0.818,0.5,1,0,0.833,18,4,"CloseObject(Fridge_1)|NavigateTo(Apple_1)|NavigateTo(Bread_1)|NavigateTo(Fridge_1, Apple_1)|NavigateTo(Fridge_1, Bread_1)|NavigateTo(Fridge_1, Lettuce_1)|NavigateTo(Fridge_1, Tomato_1)|NavigateTo(Lettuce_1)|NavigateTo(Tomato_1)|OpenObject(Fridge_1)|PickUpObject(Apple_1)|PickUpObject(Bread_1)|PickUpObject(Lettuce_1)|PickUpObject(Tomato_1)|PutObject(Fridge_1, Apple_1)|PutObject(Fridge_1, Bread_1)|PutObject(Fridge_1, Lettuce_1)|PutObject(Fridge_1, Tomato_1)","NavigateTo(Fridge, Potato)|NavigateTo(Potato_1)|PickUpObject(Potato_1)|PutObject(Fridge, Potato)",,0,0,0,0,0,0,2469,1787,682,2469,1787,682,0.001,0,0.001,216.156,216.157
PDL_central,feedback,3_put_all_shakers_fridge,FloorPlan1,1,1,10,6,33.528,1,1,0,1,1,1,10,0,"CloseObject(Fridge_1)|NavigateTo(Fridge_1, PepperShaker_1)|NavigateTo(Fridge_1, SaltShaker_1)|NavigateTo(PepperShaker_1)|NavigateTo(SaltShaker_1)|OpenObject(Fridge_1)|PickUpObject(PepperShaker_1)|PickUpObject(SaltShaker_1)|PutObject(Fridge_1, PepperShaker_1)|PutObject(Fridge_1, SaltShaker_1)",,,0,0,0,0,0,0,1872,1550,322,1872,1550,322,0.001,0,0.001,37.839,37.84
PDL_central,feedback,3_put_all_silverware_drawer,FloorPlan2,0.316,0.727,22,15,89.931,0,0.727,0.25,1,0,0.316,16,6,"NavigateTo(ButterKnife_1)|NavigateTo(Drawer_1, Fork_1)|NavigateTo(Drawer_1, Spoon_1)|NavigateTo(Drawer_2, Knife_1)|NavigateTo(Fork_1)|NavigateTo(Knife_1)|NavigateTo(Spoon_1)|OpenObject(Drawer_1, Fork_1)|OpenObject(Drawer_2, Knife_1)|PickUpObject(ButterKnife_1)|PickUpObject(Fork_1)|PickUpObject(Knife_1)|PickUpObject(Spoon_1)|PutObject(Drawer_1, Fork_1)|PutObject(Drawer_1, Spoon_1)|PutObject(Drawer_2, Knife_1)","NavigateTo(Drawer, Spatula)|NavigateTo(Spatula_1)|OpenObject(Drawer, Spatula)|OpenObject(Drawer, Spoon)|PickUpObject(Spatula_1)|PutObject(Drawer, Spatula)",,0,0,0,0,0,0,2444,1747,697,2444,1747,697,0.001,0,0.001,94.279,94.281
PDL_central,feedback,3_put_all_school_supplies_sofa,FloorPlan201,0.8,0.75,12,4,45.831,0,0.75,1,1,0,0.8,12,4,"NavigateTo(Book_1)|NavigateTo(Pen_1)|NavigateTo(Pencil_1)|NavigateTo(Sofa_1, Book_1)|NavigateTo(Sofa_1, Pen_1)|NavigateTo(Sofa_1, Pencil_1)|PickUpObject(Book_1)|PickUpObject(Pen_1)|PickUpObject(Pencil_1)|PutObject(Sofa_1, Book_1)|PutObject(Sofa_1, Pen_1)|PutObject(Sofa_1, Pencil_1)","NavigateTo(Laptop_1)|NavigateTo(Sofa, Laptop)|PickUpObject(Laptop_1)|PutObject(Sofa, Laptop)",,0,0,0,0,0,0,1789,1560,229,1789,1560,229,0.001,0,0.001,50.037,50.038
PDL_central,feedback,3_clear_table_to_sofa,FloorPlan201,0.4,0.333,20,8,124.102,0,0.333,0.5,1,0,0.4,4,8,"NavigateTo(Book_1)|NavigateTo(Sofa_1, Book_1)|PickUpObject(Book_1)|PutObject(Sofa_1, Book_1)","NavigateTo(Bowl_1)|NavigateTo(Laptop_1)|NavigateTo(Sofa, Bowl)|NavigateTo(Sofa, Laptop)|PickUpObject(Bowl_1)|PickUpObject(Laptop_1)|PutObject(Sofa, Bowl)|PutObject(Sofa, Laptop)",,0,0,0,0,0,0,2093,1709,384,2093,1709,384,0.001,0,0.001,129.267,129.269
PDL_central,feedback,4_clear_floor_kitchen,FloorPlan1,0.8,1,8,4,23.861,1,1,0,1,1,0.8,8,0,"NavigateTo(Apple_1)|NavigateTo(CounterTop_1, Apple_1)|NavigateTo(CounterTop_2, Tomato_1)|NavigateTo(Tomato_1)|PickUpObject(Apple_1)|PickUpObject(Tomato_1)|PutObject(CounterTop_1, Apple_1)|PutObject(CounterTop_2, Tomato_1)",,,0,0,0,0,0,0,1749,1486,263,1749,1486,263,0.001,0,0.001,28.359,28.36
PDL_central,feedback,4_clear_table_kitchen,FloorPlan4,0.5,0.24,8,3,66.922,0,0.24,0,0.875,0,0.5,6,19,"NavigateTo(Drawer_1, Fork_1)|NavigateTo(Fork_1)|NavigateTo(Fridge_1, Lettuce_1)|NavigateTo(Lettuce_1)|PickUpObject(Fork_1)|PickUpObject(Lettuce_1)","CloseObject(Fridge_1)|NavigateTo(ButterKnife_1)|NavigateTo(Drawer, ButterKnife)|NavigateTo(Drawer, Spoon)|NavigateTo(Fridge, Tomato)|NavigateTo(Spoon_1)|NavigateTo(Tomato_1)|OpenObject(Drawer, ButterKnife)|OpenObject(Drawer, Fork)|OpenObject(Drawer, Spoon)|OpenObject(Fridge_1)|PickUpObject(ButterKnife_1)|PickUpObject(Spoon_1)|PickUpObject(Tomato_1)|PutObject(Drawer, ButterKnife)|PutObject(Drawer, Fork)|PutObject(Drawer, Spoon)|PutObject(Fridge, Lettuce)|PutObject(Fridge, Tomato)",,1,0,0,0,0,0,96632,92156,4476,96632,92156,4476,0.002,44.503,44.505,27.882,72.387
PDL_central,feedback,4_clear_countertop_kitchen,FloorPlan1,0.2,0.118,19,9,353.9s,0,0.235,0.2,0.895,0,0.2,2,15,NavigateTo(ButterKnife_1)|PickUpObject(ButterKnife_1),"CloseObject(Fridge_1)|NavigateTo(Apple_1)|NavigateTo(Drawer, Fork)|NavigateTo(Fork_1)|NavigateTo(Fridge, Apple)|NavigateTo(Fridge, Tomato)|NavigateTo(Tomato_1)|OpenObject(Drawer, Fork)|OpenObject(Fridge_1)|PickUpObject(Apple_1)|PickUpObject(Fork_1)|PickUpObject(Tomato_1)|PutObject(Drawer, Fork)|PutObject(Fridge, Apple)|PutObject(Fridge, Tomato)",,2,0,0,0,0,0,506039,486883,19156,506039,0,0,0,227.8,227.8,131.3,359.1
